review,polarity,translated
"Je suis passé complètement à côté de ce film, une sorte de Jules et Jim inversé dans Nankin. C'est franchement décousu, confus notamment à cause de nombreux plans dans l'obscurité où on ne distingue pas toujours bien les protagonistes. Je sais que ce film a été tourné sans autorisation, mais seul le résultat compte et le prix du scénario 2009 à Cannes est incompréhensible.",1,"আমি এই সিনেমার পাশে সম্পূর্ণরূপে গিয়েছিলাম, একটি ধরণের জিউস এবং জিম Nankin মধ্যে বিপরীত।এটি সত্যই ঘৃণ্য, বিভ্রান্ত, বিশেষ করে অন্ধকারে অনেক পরিকল্পনাগুলির কারণে আমরা এখনও নায়কগুলিকে পার্থক্য করি।আমি জানি যে এই ছবিটি অনুমোদন ছাড়াই গুলি করা হয়েছিল, কিন্তু কেবলমাত্র ফলাফল এবং ২009 এর দৃশ্যের দামগুলি কানে অসম্ভব।"
"Coup d'essai, coup de maître pour Tom Savini qui s'est réapproprié le film culte de George Romero avec brio. Si le sous-texte social initial n'est plus de mise et l'effet de surprise un peu éventé, cette nouvelle vision n'en pas moins une réussite totale grâce à sa mise en scène à vous glacer le sang. La pression est palpable dans ce huis-clos maîtrisé où les caractères, radicalisés par la situation extérieure, s'échauffent et se libèrent jusqu'à commettre l'impensable. Les maquillages sont de toute beauté et j'ai énormément apprécié le fait que Barbara soit devenue ici une femme forte et sexy sous les traits de Patricia Tallman transfigurée. Un grand remake.",0,"টেস্ট টেস্ট, টম সাভিনির জন্য অভ্যুত্থান ডি মাস্টার যিনি ব্রায়োর সাথে জর্জ রোমেরো উপাসনা করেন।প্রাথমিক সামাজিক সাবটেক্সটি আর একটি ধাপ বেশি না থাকলে বিস্ময়কর প্রভাবটি হ্রাস পায় তবে এই নতুন দৃষ্টিভঙ্গি আপনার রক্তকে আলোকিত করার জন্য তার স্টেজিংয়ের জন্য মোট সাফল্য অর্জন নয়।চাপটি এই মাস্টারডেড বন্ধ সেশনে চাপের যোগ্যতা যেখানে অক্ষরগুলি বাহ্যিক পরিস্থিতি দ্বারা র্যাডিকালাইজড, উষ্ণ হয়ে উঠে এবং নিজেকে মুক্ত না হওয়া পর্যন্ত মুক্ত করে।মেকআপ মেকআপগুলি সুন্দর এবং আমি সত্যই উপভোগ করেছি যে বারবারা প্যাট্রিরা টালম্যানের বৈশিষ্ট্যগুলির অধীনে একটি শক্তিশালী এবং সেক্সি নারী হয়ে উঠেছে।একটি মহান রিমেক।"
"tres grosse deception, les premiers films laissent voir un scenario interesant et meme si les acteurs ne sont pas connus leurs jeux etait passable mais dans ce dernier opus le jeux et bacler plein de cliché romantique de base(pour ne pas dir a deux balle) une mise en scene sonnore lamentable et les plans vraiment horrible, on voit que ce fut un essai de se mesuré aux film celebre telle que the hunger games ou the mazer runner mais ils n'ont pas reussi a capter l'escence du livre originelle",1,"খুব বড় নেশনস, প্রথম চলচ্চিত্রগুলি এমন একটি দৃশ্যের আগ্রহ দেখায় এবং এমনকি অভিনেতাগুলি যদি না হয় তবেও তাদের গেমগুলি পাসযোগ্য ছিল না তবে পরবর্তীতে অপসুসে গেমস এবং রোমান্টিক বেসিক ক্লিচে (ডিআইআরটি না দুই বল) একটি দৃশ্য সোনারোর একটি দৃশ্য সত্যিই ভয়ঙ্কর পরিকল্পনা, আমরা দেখি যে এটি হাঙ্গার গেমস বা মাজার রানারের মতো বিখ্যাত চলচ্চিত্রে পরিমাপের একটি পরীক্ষা ছিল কিন্তু তারা মূল বইয়ের ধাপটি ধরে রাখতে পরিচালিত হয়নি"
"Ce film tourné en Nouvelle Galles du sud dans l'Outback se veut une romcom sur fond de festival automobile, musical et alcoolique (festivals très prisés en Australie où on fait des ronds avec des ""ute"" qui sont des utilitaires coupés et pas des 4x4).....why not me direz vous, oui, mais...mais en fait c'est un concours de tuning rassemblant une bande de non comédiens (dieu qu'ils jouent mal) dont les personnages masculins sont tous immatures et les personnages féminins toutes des mégères..... c'est caricaturale d'idiotie, c'est profondément débile, c'est pas du tout marrant et ce n'est pas non plus un documentaire sur la vie dans le bush australien, ce qui aurait eu une utilité..... quelques belles images de paysages sauvent un tout petit peu cette pochade et je m'étonne que le chien ne parle pas.....un reste de pudeur de la part du réalisateur sans doute......",1,"এই চলচ্চিত্রটি নিউ সাউথ ওয়েলসে পরিণত হয়ে ওঠে স্বয়ংচালিত, বাদ্যযন্ত্র ও মদ্যপ উৎসবের পটভূমিতে একটি রোমকম (অস্ট্রেলিয়ার উৎসবগুলি অস্ট্রেলিয়ার মধ্যে খুব জনপ্রিয় যেখানে আমরা ""ute"" এর সাথে রাউন্ড তৈরি করি যা কেটে ফেলা হয় এবং 4x4 নয়) ..... কেন আমাকে বলবেন না, কিন্তু ... কিন্তু আসলে এটি একটি টিউনিং প্রতিযোগিতায় অ-কমেডিয়ানদের একটি ব্যান্ড সংগ্রহ করছে (ঈশ্বর তারা খারাপ খেলেন) যার পুরুষ অক্ষরগুলি সমস্ত অপূর্ণ এবং নারীর অক্ষরগুলি সমস্ত মেজাজের সমস্ত অক্ষর আছে ..... এটা ক্যারিকালিক মূঢ়, এটি গভীরভাবে মূঢ়, এটি মজার নয় এবং এটি অস্ট্রেলিয়ান বুশের জীবন সম্পর্কে একটি ডকুমেন্টারি নয়, কী ছিল একটি উপযোগীতা ছিল ..... ল্যান্ডপেইস এর কিছু সুন্দর ছবি এই পোঁচা একটি সামান্য বিট সংরক্ষণ করুন এবং আমি বিস্মিত যে কুকুর কথা বলে না ..... পরিচালক কোন সন্দেহ নেই যে কোন সন্দেহ নেই ......"
"Film en tout points parfait. Même si la voix française de Vingh Rames est assez ridicule (Déja Marselus Wallace me faisait mourrir de rire^^) Une fois de plus, Terrence Howard nous montre à quel point il est talentueux. Un film mettant en scène les gangs sans fusillades toutes les 8 secondes ni les clichets habituels. Une réalistation globalement bonne et un scénario superbe du début à la fin du film. Une bande son pas trop chargée en rap mais juste assez pour nous plonger dans l'ambiance du film. Je ne trouves rien de plus à dire sur ce chef-d'oeuvre.",0,"কোন নিখুঁত পয়েন্ট সিনেমা।যদিও Vyreh Rames থেকে ফ্রেঞ্চ কণ্ঠটি বেশ হাস্যকর (ইতিমধ্যেই মার্সেলাস ওয়ালেস আমাকে হাসির হাসি দিয়েছে ^^) আবারও, টেরেন্স হাওয়ার্ড আমাদের কতটা প্রলোভন দেখায়।একটি ছবি প্রতি 8 সেকেন্ড বা স্বাভাবিক clothers গ্যাং ছাড়া গ্যাং সমন্বিত একটি ফিল্ম।একটি বিশ্বব্যাপী ভাল উপলব্ধি এবং শুরু থেকে শুরু থেকে একটি চমত্কার দৃশ্যকল্প।একটি ফালা শব্দ খুব ব্যস্ত না কিন্তু সিনেমা বায়ুমন্ডলে ডুব যথেষ্ট যথেষ্ট।আমি এই মাস্টারপিস সম্পর্কে বলতে আরো কিছু খুঁজে পাচ্ছি না।"
sérieux ce film est tro bidonnn franchement au départ avant dle voir jme suis dis il va déchirer avec une bande de jeune un psycopathe qui les traquent mais qua j'ai vu le film d'ailleur j lai pa regarder jusqu a la fin car tro null sérieux les meurtres sont tro mal fait c'est pas du sang qui coule on dirait presque du ketchup ou dla sauce tomate qui gicle mdrrrrrrrrrrsinon le scénario tro banal les acteurs n'en parlons pas on dirais qu il a pris des attardé pour tourner ce film ça aurai pu etre marrant comme shaun of the dead ou les scarie movie ca j avoue c'est des films qui en valent le coup mais the greenskeeper est trè en dessous dla norme j'ai été grave déçu ya qu un truc qu est bien dans le film c'est qu il y a de belle meufs a croire que ce film c'est juste pour attirer le regard sur ces jolies filles franchement j aurai jamais penser que ce film était si désastreux!!!!!,1,নিঃসন্দেহে এই সিনেমাটি শুরুতেই শুরুতেই আপনি দেখতে চান যে আমি বলছি যে তিনি একটি অল্প বয়স্ক ব্যান্ডের সাথে এটি টিয়ার করবেন যা তাদেরকে ট্র্যাক করবে কিন্তু আমি অন্যত্রের চলচ্চিত্রটি দেখেছি জে লেই পিএইচ শেষ পর্যন্ত ট্রো নল। গুরুতরভাবে খুনগুলি খারাপভাবে করছে না যে এটি রক্ত ​​প্রবাহিত নয় যে এটি প্রায় কেটচাপ বা ডলার টমেটো সস যা squirrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrarioon scen act act act act act act মৃত বা স্কারি মুভি Ca আমি এটির মূল্যের চলচ্চিত্রগুলি স্বীকার করি কিন্তু গ্রিন্সকিপার আদর্শের অধীনে ডুবে গেছে আমি খুবই হতাশ ছিলাম যে চলচ্চিত্রে কিছু ভাল যে এই চলচ্চিত্রটি বিশ্বাস করে যে এই চলচ্চিত্রটি ঠিক আছে এই সুন্দর মেয়েদের চোখে আকৃষ্ট করতে আমি কখনও মনে করব যে এই সিনেমাটি এত বিপর্যয় ছিল !!!!!
A moins d'être un enfant ou un pré-ado je vous le déconseille j'ai fait cette erreur et je me suis ennuyé du début à la fin.,1,আপনি যদি শিশু বা প্রাক-কিশোর না হন তবে আমি আপনাকে পরামর্শ দিচ্ছি আমি এই ভুলটি তৈরি করেছি এবং আমি শুরু থেকেই শেষ পর্যন্ত উদাস করেছি।
"Je ne m'attendais pas à un tel film. Excellent thriller avec de l'action juste ce qu'il faut. Pierce Brosman et jackie chan joue très bien, le film est profond et bien construit.",0,"আমি যেমন একটি সিনেমা আশা ছিল না।আপনি প্রয়োজন কি কর্ম সঙ্গে চমৎকার থ্রিলার।পিয়ার্স ব্রোসমান এবং জ্যাকি চ্যান খুব ভাল খেলেন, চলচ্চিত্রটি গভীর এবং ভাল নির্মিত।"
"Un jeu de Jean-Pierre Darroussin très austère, auquel s'ajoute un rythme très étiré. Ce road-movie à travers la Suède peine à exploiter son réel intérêt. La thématique de la paternité ou de l'abandon est intéressante, mais le développement est ici extrêmement minimal. Anna Novion ne pousse ni la réflexion ni l'émotion explicitement, avec une mise en scène très sobre, très authentique et donc un peu ennuyeuse. La réalisation reste donc brute de décoffrage. Si la relation entre Ernest et Magnus, deux personnages que tout oppose, se construit d'une manière très bancale, n'arrivant pas vraiment à combler les trous du scénario, j'ai davantage apprécié la conclusion plus ouverte sur ""cette parenthèse"" que s'offre le personnage principal, sans jugement moral. Un rendez-vous qui manque globalement de caractère, malgré un ton dramatique plutôt bien mené.",1,"জিন-পিয়েরের ডারোর্সিনের একটি খেলা খুব অস্থির, যা একটি খুব প্রসারিত গতি যোগ করা হয়।সুইডেন জুড়ে এই রোড-চলচ্চিত্রটি তার প্রকৃত আগ্রহের কাজে লাগানোর জন্য সংগ্রাম করছে।পিতামাতার বা পরিত্যক্ত থিম আকর্ষণীয়, কিন্তু উন্নয়ন অত্যন্ত সংক্ষিপ্ত।আন্না Novion একটি খুব স্বাদ, খুব খাঁটি এবং তাই একটু বিরক্তিকর সঙ্গে, প্রতিফলন বা আবেগ ধাক্কা না।উপলব্ধি অতএব stripping মোট অবশেষ।আর্নেস্ট এবং ম্যাগনাসের মধ্যে সম্পর্ক, দুটি অক্ষর যা সবকিছু বিরোধিতা করে, একটি খুব ব্যাঙ্কিংয়ে নির্মিত হয়, তা আসলেই দৃশ্যের গর্তগুলি পূরণ করতে পারে না, আমি ""এই বন্ধনী"" এর উপর আরো খোলা উপসংহার প্রশংসা করেছি যা প্রধানটি সরবরাহ করে চরিত্র, নৈতিক রায় ছাড়া।একটি অ্যাপয়েন্টমেন্ট যে বিশ্বব্যাপী চরিত্র অভাব, একটি নাটকীয় স্বন বরং একটি ভাল পরিচালিত সত্ত্বেও, বিশ্বব্যাপী চরিত্র অভাব।"
"Et une grosse daube de plus pour Johny Hallyday, décidément le plus mauvais des acteurs du cinéma. Avec une persévérance presque pathétique, JH enchaîne les scénarios imbéciles, les réalisations douteuses, les dialogues indigents et surtout, le pire, son incapacité totale à jouer. Mais il y aura toujours le bon Michel Drucker et tous les critiques de cinéma pour l'invité et dire le plus grand bien de ces navets. Ah que ne feraient-ils pas pour plaire à JH...",1,"এবং জোহনি হ্যালিডের জন্য একটি বড় বিলম্ব, নিঃসন্দেহে সবচেয়ে খারাপ সিনেমা অভিনেতা।প্রায় দু: খজনক অধ্যবসায়ের সাথে, জেএইচ নির্বোধ দৃশ্যগুলি, সন্দেহজনক অর্জন, অজ্ঞত সংলাপ, বিশেষ করে, সবচেয়ে খারাপ, মোট অক্ষমতা খেলতে দেয়।কিন্তু সর্বদা গুড মাইকেল ড্রুকার এবং অতিথিদের জন্য সব সিনেমা সমালোচক থাকবে এবং এই পাল্টাগুলির সর্বশ্রেষ্ঠ ভাল বলে থাকবে।আহা যে জয় করতে হবে না ..."
"Zéro pointé! Produit par son père et un autre « Coppola », Sofia nous prouve une fois encore que le cinéma est maintenant une histoire de famille ! Tout au moins, pour la production d'une BOUSE telle que ce « Bling bling », il vaut mieux avoir le bras long ! L’habitude est prise : Sofia Coppola nous sert un film bien chiant relevant de ses fantasmes de grande bourgeoise. Car le superficiel et la vacuité sont les motivations premières de cette réalisatrice fille à papa… Mais ce vide semblerait presque sympathique en comparaison du caractère réac de cette moulineuse d’images… Comme il se doit de la part de celle qui fit un portrait louangeur de la ci-devant Capet… Vous vous souvenez ? Celle qui voulait donner des brioches au peuple en place de pain ! Filmé sans talent, pourri par une BO cruellement nulle, l’objet-film se pare des tics à la mode (ralentis…). Ringard à force de se vouloir « branché » ! Branchouille donc ! Amitiés fabriquées, aucune complicité, aucun lien profond entre des personnages fades et vides, dont le sub-scénario ne nous dit presque rien ! Le sujet est sans intérêt. On passe une heure trente à regarder des pimbêches et leurs acolytes masculins (tout aussi crétins) saliver devant des villas de stars et les dressings qui vont avec... Marques, drogues, internet… En fait, Sophia filme ce qu’elle est : une héritière appartenant à une jeunesse dorée de merde ! Et comme elle, elle ""apologise"" la crétinerie moderne… Triste état du cinéma actuel ! A FUIR !",1,"শূন্য ইঙ্গিত! তার বাবা এবং আরেকটি ""কপোলা"" দ্বারা উত্পাদিত, সোফিয়া আবার প্রমাণ করে যে সিনেমা এখন একটি পারিবারিক গল্প! অন্তত, এই ""bling bling"" হিসাবে একটি dation উত্পাদন জন্য, এটি বাহু দীর্ঘ আছে ভাল! অভ্যাস নেওয়া হয়: সোফিয়া কোপোলা মহান বুর্জোয়াদের তার কল্পনাভাবনার একটি ভাল বিরক্তিকর চলচ্চিত্রের কাজ করে। যেহেতু উপরিভাগ এবং খালিতা বাবা এই পরিচালক মেয়েটির কাঁচা প্রেরণা দেয় ... কিন্তু এই খালিটি এই মিলিং মেশিনের প্রতিক্রিয়া চরিত্রের তুলনায় প্রায় বন্ধুত্বপূর্ণ মনে হয় ... যেমনটি তৈরি করা উচিত নিচের ক্যাপেটের প্রতিকৃতিটি প্রশংসা করে ... আপনি কি মনে করেন? রুটির জায়গায় মানুষের কাছে বুন দিতে চেয়েছিলেন! প্রতিভা ছাড়া চিত্রিত, একটি নিষ্ঠুরভাবে জিরো বো দ্বারা পচা, চলচ্চিত্র বস্তু ফ্যাশনেবল টিক্সের সাথে সজ্জিত করা হয় (ধীর ...)। শক্তি দ্বারা রিংার্ড ""ট্রেন্ডি"" হতে! Shrenchouille তাই! Fabricated বন্ধুত্ব, কোন complicity, fades এবং খালি অক্ষরের মধ্যে কোন গভীর লিঙ্ক, যার উপ-দৃশ্য আমাদের প্রায় কিছুই না! বিষয় আগ্রহ ছাড়া হয়। আমরা তারকা এবং তাদের পুরুষ acolytes (ঠিক যেমন Moron) saliver পর্যবেক্ষক এবং তার সাথে যেতে যে dressings এবং সঙ্গে যে dressings জন্য একটি ঘন্টা ত্রিশ ব্যয় ব্যয় ... ব্র্যান্ড, ড্রাগ, ইন্টারনেট ... আসলে, সোফিয়া ফিল্মস এটি কি: একটি শিটের একটি সুবর্ণ যুবকের অন্তর্গত উত্তরাধিকারী! এবং তিনি, তিনি ""ক্ষমাপ্রার্থী"" আধুনিক তৈরি ""ক্ষমাপ্রার্থী ... বর্তমান সিনেমা দু: খিত রাষ্ট্র! পালিয়ে !"
"J'adore Risi mais là, il faut reconnaître, que les invraisemblances du scénario, combinées avec un humour qui, pour une fois, ne passe pas du tout la rampe, ne permettent pas à cette Chambre de captiver le spectateur. L'association Dewaere / Tognazzi ne convainc en effet pas, ce dernier - malgré son génie - ne parvenant pas à être crédible dans son rôle de tombeur égrillard. Restent Ornella Muti, magnifique mais, alors, piètre comédienne, dont il faudra attendre quelques années pour qu'éclose son talent (""Conte de de la folie ordinaire"", ""Le futur est femme""...) et le lac Majeur, particulièrement bien filmé.",1,"আমি রিসিকে ভালোবাসি কিন্তু সেখানে, আমাদের অবশ্যই চিনতে হবে যে, এই দৃশ্যের কনভ্রেডগুলি একটি হাস্যরসের সাথে মিলিত, যা একবারে র্যাম্পটি পাস করে না, এই রুমটি দর্শককে ধরে রাখতে দেয় না।দেওয়াইরে / টোগানাজি অ্যাসোসিয়েশনটি নিজেই সন্তুষ্ট করে না, তার প্রতিভা সত্ত্বেও - সমাধি হিসাবে তার ভূমিকা বিশ্বাসযোগ্য হতে ব্যর্থ হয়েছে।Ornella Muti, সুন্দর কিন্তু, তারপর, দরিদ্র comedian, যা তার প্রতিভা (""সাধারণ ম্যাডনেসের গল্প"" জন্য কয়েক বছর অপেক্ষা করতে হবে, ""ভবিষ্যতে একটি মহিলা"" ...) এবং লেক Maggiore, বিশেষ করে ভাল অঙ্কিত।"
"La-men-table. Sidéré par tant de médiocrité. Une réalisation à l’emporte pièce, un début poussif et une présentation des protagonistes lente et douloureuse, tant elle n’est ni drôle, ni captivante. Tout sonne faux : Les liens d’amitié, les histoires de coeur. Tout est caricatural à l’excès. Même cette bande de dépressifs, au mieux débiles légers (le gardien de la piscine) ne parvient pas à donner le change sur la nature de leurs relations, ni même sur le fond. Parfois joyeux, toujours déprimants. Comment ne pas vouloir fuir ce spectacle sans saveur au bout de 45 minutes ? En étant coincé dans le milieu de la rangée. Un léger sursaut avec l’apparition d’une nouvelle coach sans jambe, tyrannique et vulgaire, qui parvient à arracher quelques sourires. Une fin caricatural, au gout amer de happy end. Écœurant jusqu’au bout. Ce film, un feel good ? A fuir.",1,"লা-পুরুষদের টেবিল।এত mediocrity দ্বারা stunned।ক্যারিয়ারের একটি অঙ্গ, একটি সন্ধ্যায় শুরু এবং ধীরে ধীরে এবং বেদনাদায়ক নাট্যকারের উপস্থাপনা, তাই এটি মজার বা চিত্তাকর্ষক নয়।সবকিছু মিথ্যা বলছে: বন্ধুত্ব, হৃদরোগের বন্ধন।সবকিছু অতিরিক্ত caricatural হয়।এমনকি ডিপ্রেশানের এই ব্যান্ডটি, সেরা আলো স্লিয়ারগুলিতে (কার্কিয়ার) তাদের সম্পর্কের প্রকৃতির বা এমনকি যোগ্যতার উপর বিনিময় দিতে ব্যর্থ হয়।কখনও কখনও সুখী, সবসময় depressing।কিভাবে 45 মিনিটের পর গন্ধ ছাড়াই এই শোটি পালাতে চায় না?সারির মাঝখানে আটকে থাকা হচ্ছে।লেগ, অত্যাচারী এবং অভদ্র, যা কিছু হাসি ছিঁড়ে ফেলার জন্য একটি নতুন কোচের চেহারা নিয়ে সামান্য বিস্ফোরিত হয়।একটি caricatural শেষ, সুখী শেষ একটি তিক্ত স্বাদ সঙ্গে।শেষ পর্যন্ত ঘৃণ্য।এই সিনেমা, একটি ভাল মনে হয়?পালিয়ে."
"Après le succès du premier Iron Man , le deuxième volet : Iron Man 2 est enfin sorti. C'est une bonne suite au précédent film. Ce nouveau long métrage bien sans énorme rebondissement m'a séduit. Les acteurs sont au top , Robert Downey Jr (Tony Stark) fait son show habituel, le personnage incarné par Mickey Rourke est super. Les scènes d'action aussi bonnes que celle du premier. Le scénario pas mal ficelé. Après ça reste un peu en dessous du premier volume. 4/5",0,"প্রথম লোহা মানুষের সাফল্যের পর, দ্বিতীয় উপাদান: আয়রন ম্যান 2 অবশেষে বেরিয়ে আসেন।এটা আগের সিনেমা একটি ভাল ধারাবাহিকতা।এই নতুন বৈশিষ্ট্য ফিল্ম ভাল bouncing আমাকে seduces ছাড়া ভাল।অভিনেতা শীর্ষে আছেন, রবার্ট ডাউনেই জুনিয়র (টনি স্টার্ক) তার স্বাভাবিক শো তৈরি করেছেন, মিকি রুর্কের দ্বারা নির্মিত চরিত্রটি দুর্দান্ত।প্রথম এক হিসাবে ভাল হিসাবে কর্ম দৃশ্য।দৃশ্যকল্প খারাপভাবে বাঁধা না।যে পরে প্রথম ভলিউমের নিচে একটু কম।4/5."
"""Outcast"" est une série B à gros moyens qui se cache derrière un casting ronflant et terriblement décevant. Ici, un templier se retrouve tout d'un coup au milieu de l'empire de Chine en plein conflit de succession. Evidemment, le gentil templier torturé par ses actes passés, va devoir aider la jolie fille et son petit frère à lutter contre le méchant et ambitieux grand frère... On ne s'étendra pas sur la prestation de Nicolas Cage qui semble résolu à tourner dans tout et n'importe quoi depuis un moment. Le tout est mal réalisé, manque d'imagination, nous offre tous les pires clichés du genre et est totalement improbable pour un film qui se veut ""historique"".",1,"""Outcast"" একটি বড় উপায় b সিরিজ যা একটি স্নাতক এবং ভয়ঙ্কর হতাশাজনক কাস্টিংয়ের পিছনে লুকিয়ে থাকে।এখানে, হঠাৎ করেই হঠাৎ করেই চীনের সাম্রাজ্যের মধ্য দিয়ে উত্তরাধিকারের পূর্ণ দ্বন্দ্বে পাওয়া যায়।স্পষ্টতই, তার অতীতের কাজগুলি দ্বারা নির্যাতন করা সুন্দর টেম্পলার, সুন্দর মেয়ে এবং তার ছোট ভাইকে দুষ্টু এবং উচ্চাকাঙ্ক্ষী বড় ভাইয়ের বিরুদ্ধে লড়াই করতে সাহায্য করতে হবে ... আমরা নিকোলাস খাঁচার বিধানে প্রসারিত হব না বলে মনে করা হচ্ছে সবকিছু এবং কিছুক্ষণের জন্য কিছু।সবকিছু খারাপভাবে উপলব্ধি করা হয়েছে, কল্পনা অভাব, আমাদেরকে ধারাটির সবচেয়ে খারাপ clichés উপলব্ধ করা হয় এবং ""ঐতিহাসিক"" চায় এমন একটি চলচ্চিত্রের জন্য সম্পূর্ণরূপে অসম্ভাব্য।"
"Ouille ! Ce fut mon premier film de Nicolas Winding Refn et ce fut une sacrée claque. Fiction filmée caméra au poing, de façon très dynamique et tout en proximité avec le sujet. C’est d’habitude quelque chose que je déteste mais là, quand il y a un vrai univers, un vrai rythme et une véritable densité dans le contenu, je me rends compte que ce concept peut-être incroyablement puissant. En tout cas, moi, j’ai totalement adhéré... Je suis ressorti de là totalement essoufflé, pris à la gorge. Franchement, une sacrée expérience... J’adore...",0,"ওহে!এটি নিকোলাস উইন্ডিং রেফার থেকে আমার প্রথম চলচ্চিত্র ছিল এবং এটি একটি পবিত্র স্ল্যাপ ছিল।ফিকশন চিত্রিত ক্যামেরা মুষ্টি, খুব গতিশীল এবং বিষয় সঙ্গে কাছাকাছি সবকিছু।এটি সাধারণত আমি ঘৃণা করি তবে একটি বাস্তব মহাবিশ্বের একটি বাস্তব গতি এবং সামগ্রীতে একটি বাস্তব ঘনত্ব থাকলে, আমি বুঝতে পারি যে এই ধারণাটি অবিশ্বাস্যভাবে শক্তিশালী হতে পারে।যেকোনো ক্ষেত্রে, আমি, আমি পুরোপুরি যোগদান করেছি ... আমি গলায় ধরা পড়েছি, সম্পূর্ণরূপে শ্বাস ফেলা।সত্যি, একটি পবিত্র অভিজ্ঞতা ... আমি ভালোবাসি ..."
Très bon film avec 2 superbes acteurs On passe un bon moment Je recommande L histoire : la retraite quand on est gangster ...,0,২ টি সুপারব অভিনেতাদের সাথে খুব ভাল চলচ্চিত্র আমরা একটি ভাল সময় ব্যয় করি আমি গল্পটি সুপারিশ করি: আপনি যখন গ্যাংস্টার হন তখন অবসর নেয় ...
"Le Pacificateur : Un film action qui a tous les clichés type du film d’action a cette époque : les gentils Amérique et les méchants Russes, un complot/plan du méchant avec des bombe nucléaire pour rasé l’Amérique, un héros cliché a la John MacClane qui arrive a tous avec de l’humour… Une femme en duo qui est le parfait opposé du héros… Ça a beau être cliché et être le type de film lambda avec un scénario, personnages… vu mille fois : c’est foutrement efficace et il faut dire que en terme d’action, ça nous en met plein la gueule. Vraiment, coté divertissement et action : ce film assure du début jusqu'à le fin. Pas besoin de se prendre la tête avec ce genre de divertissement : tu regarde, d’apprécier et du prend du plaisir et franchement de ce coté la, c’est réussit. Car il y a d’action qui assure le spectacle, le grand spectacle surtout vers le 45 dernière minute, alors la c’est explosif avec de bon moment de suspense et d’adrénaline. Donc je disais de l’action, de l’humour sert cliché mais plaisant et amusant à entendre, sa donne un coté sympa et amusant pendant l’action est tout. Un scénario sert encore cliché, vu mille fois mais prenant et captivant : avec de bon moment d’action et d’adrénaline, vraiment je n’ai pas vu le temps passer et le film dure quand même 2H. Des acteurs convaincants pour leur rôle, on a le droit à un bon duo : George Clooney et Nicole Kidman. Duo qui fonctionne a merveille, vraiment ils sont tous les deux a fond dedans : duo efficace. Voila, un film d’action qui a que pour but de divertir et donc je ne comprends pas toute ces note négative car le film assure dans ça catégorie. Vraiment, excellent divertissement qui assure le spectacle.",0,"প্যাসিফিকেটর: একটি চলচ্চিত্রের কর্মকাণ্ড যা সেই সময়ে সমস্ত মডেলের শট রয়েছে: অইহুদ আমেরিকা এবং দ্য দুষ্টু রাশিয়ানরা, চাঁচা আমেরিকার জন্য পারমাণবিক বোমা নিয়ে ভিলেনের প্লট / পরিকল্পনা, যা হিরো ম্যাকক্লানেতে আসছে এমন একটি হিরো cliche হাস্যরসের সাথে সবাই ... নায়কের একজন মহিলা যিনি নায়কের নিখুঁত বিপরীত বিপরীত ... এটি একটি দৃশ্যমান হতে হবে এবং একটি দৃশ্যের সাথে সিনেমা ল্যাম্বদা হতে ভালো লাগছে, অক্ষর ... একটি হাজার বার দেখা হয়েছে: এটি কার্যকরীভাবে কার্যকরী fucked এবং এটি অবশ্যই বলা উচিত যে কর্মের পরিপ্রেক্ষিতে এটি আমাদের পূর্ণ মুখ রাখে। সত্যিই, তালিকাভুক্ত বিনোদন এবং কর্ম তালিকাভুক্ত: এই মুভিটি শেষ পর্যন্ত শুরু হয়। এই ধরনের বিনোদন নিয়ে নেতৃত্ব নিতে হবে না: আপনি দেখেন, প্রশংসা করেন এবং এই দিকে আনন্দিত হন, এটি সফল হয়। কারণ এই অনুষ্ঠানটি নিশ্চিত করে যা দেখায়, বিশেষ করে শেষ মিনিটের চারপাশে গ্রেট শো, তারপর এটি একটি সাসপেন্স এবং অ্যাড্রেনালাইনের একটি ভাল সময় দিয়ে বিস্ফোরক। তাই আমি বললাম, হিউম্যানের কর্মকাণ্ডের কথা শ্লোকে কাজ করে কিন্তু আনন্দদায়ক এবং মজা শুনতে পায়, এটি কর্মের সময় এটি একটি চমৎকার এবং মজার দিক দেয়। একটি দৃশ্য এখনও শট, একটি হাজার বার দেখে কিন্তু গ্রহণ এবং captivating: কর্ম এবং adrenaline একটি ভাল সময় সঙ্গে, আমি সময় পাস এবং সিনেমা যাই হোক না কেন দেখিনি 2h। তাদের ভূমিকার জন্য খেলোয়াড়দের দৃঢ়প্রত্যয়ী, আমাদের একটি ভাল দুজনের অধিকার রয়েছে: জর্জ ক্লুনি এবং নিকোল কিডম্যান। Duo যে wonderfully কাজ করে, সত্যিই তারা উভয় উপর ভিত্তি করে: দক্ষ duet। Voila, একটি কর্ম ফিল্ম যা বিনোদন করার লক্ষ্যে এবং তাই আমি এই সমস্ত নেতিবাচক নোট বুঝতে পারছি না কারণ এই বিভাগে চলচ্চিত্রটি নিশ্চিত করে। সত্যিই, প্রদর্শন নিশ্চিত করে যে চমৎকার বিনোদন।"
